Actebis_SKU	Mfr_SKU	Mfr_Name	Product_Group	Product_Text	Product_Description	Price	Stock_Qty	Stock_Date	Barcode	TaxKey
2321483	CMSX8GX3M2B1600C9	Corsair	Memory - Notebook - DDR3-1600	CORSAIR DDR3L 1600MHZ 8GB 2x204 SODIMM	CORSAIR DDR3L 1600MHz 8GB 2x204 SODIMM Unbuffered 9-9-9-24 SODIMM Black PCB 1.35V/1.5V Intel 4th Generation Intel Core i5 and I7	381,10	0	09-09-16	0843591044998	
2321484	CMSX8GX3M2B1866C10	Corsair	Memory - Notebook - DDR3-1866	CORSAIR DDR3L 1866MHZ 8GB 2x204 SODIMM	CORSAIR DDR3L 1866MHz 8GB 2x204 SODIMM Unbuffered10-10-10-32 Black PCB 1.35V/1.5V Intel 4th Generation Intel Core i5 and i7	370,30	0	09-09-16	0843591045810	
2321486	CMX8GX3M2B1333C9	Corsair	Memory - Desktop - DDR3-1333	CORSAIR DDR3 1333MHz 8GB 2x240 Dimm	CORSAIR DDR3 1333MHz 8GB 2x240 DIMM Unbuffered 9-9-9-24 1.5V Dual Rank XMS3 w Classic Heat Spreader - i7 i5 and Core 2/Phenom II -DC	381,10	0	09-09-16		
2321487	CMY16GX3M2A2133C11	Corsair	Memory - Desktop - DDR3-2133	CORSAIR DDR3 2133MHz 16GB 2x240 Dimm Ven	CORSAIR DDR3 2133MHz 16GB 2x240 Dimm Unbuffered 11-11-11-27 Vengeance Pro Silver Heatspreader latest 4th Intel Core XMP 1.3 1.5V.	979,40	0	09-09-16	0843591042192	
2321489	CMY16GX3M2A2666C12R	Corsair	Memory - Desktop - DDR3-2666	CORSAIR DDR3 2666MHz 16GB 2x240 Dimm Ven	CORSAIR DDR3 2666MHz 16GB 2x240 Dimm Unbuffered 12-13-13-35 Vengeance Pro Red Heatspreader 4th Intel Core XMP 1.3 1.65V+Veng Airflow	1849,20	0	06-09-16	0843591046565	
2321491	CMY32GX3M4A1600C9	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 1600MHz 32GB 4x240 Dimm Ven	CORSAIR DDR3 1600MHz 32GB 4x240 Dimm Unbuffered 9-9-9-24 Vengeance Pro Silver Heatspreader latest 4th Intel Core XMP 1.3 1.5V.	1436,00	0	09-09-16	0843591042222	
2321492	CMY32GX3M4A1600C9B	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3 1600MHz 32GB 4x240 Dimm Ven	CORSAIR DDR3 1600MHz 32GB 4x240 Dimm Unbuffered 9-9-9-24 Vengeance Pro Blue Heatspreader latest 4th Intel Core XMP 1.3 1.5V.	1436,00	0	09-09-16	0843591043687	
2321495	CMY64GX3M8A2400C11R	Corsair	Memory - Desktop - DDR3-2400	CORSAIR DDR3 2400MHz 64GB 8x240 Dimm Ven	CORSAIR DDR3 2400MHz 64GB 8x240 Dimm Unbuffered 11-13-13-31 Vengeance Pro Red Heatspreader Supports Intel X79 XMP 1.3 1.65V.	2871,08	0	09-09-16	0843591047043	
2321496	CMY8GX3M2A1866C9R	Corsair	Memory - Desktop - DDR3-1800	CORSAIR DDR3 1866MHz 8GB 2x240 Dimm Veng	CORSAIR DDR3 1866MHz 8GB 2x240 Dimm Unbuffered 9-10-9-27 Vengeance Pro Red Heatspreader latest 4th Intel Core XMP 1.3 1.5V.	435,70	0	09-09-16	0843591042000	
2321498	CMY8GX3M2A2400C11	Corsair	Memory - Desktop - DDR3-2400	CORSAIR DDR3 2400MHz 8GB 2x240 Dimm Veng	CORSAIR DDR3 2400MHz 8GB 2x240 Dimm Unbuffered 11-13-13-31 Vengeance Pro Silver Heatspreader  latest 4th Intel Core XMP 1.3 1.65V.	402,70	0	09-09-16	0843591047074	
2321499	CMY8GX3M2A2400C11R	Corsair	Memory - Desktop - DDR3-2400	CORSAIR DDR3 2400MHz 8GB 2x240 Dimm Veng	CORSAIR DDR3 2400MHz 8GB 2x240 Dimm Unbuffered 11-13-13-31 Vengeance Pro Red Heatspreader  latest 4th Intel Core XMP 1.3 1.65V.	402,70	0	09-09-16	0843591046084	
2321510	CMY8GX3M2A2666C12R	Corsair	Memory - Desktop - DDR3-2666	CORSAIR DDR3 2666MHz 8GB 2x240 Dimm Veng	CORSAIR DDR3 2666MHz 8GB 2x240 Dimm Unbuffered 12-13-13-35 Vengeance Pro Red Heatspreader 4th Intel Core XMP 1.3 1.65V.+Veng Airflow	1088,20	0	09-09-16	0843591046572	
2321511	CMY8GX3M2A2800C12R	Corsair	Memory - Desktop - DDR3-2666	CORSAIR DDR3 2800MHz 8GB 2x240 Dimm Veng	CORSAIR DDR3 2800MHz 8GB 2x240 Dimm Unbuffered 12-14-14-36 Vengeance Pro Red Heatspreader 4th Intel Core XMP 1.3 1.65V.+Veng Airflow	1142,20	0	09-09-16	0843591043540	
2327155	CMK16GX4M4A2133C15	Corsair	Memory - Desktop - DDR4-2133	CORSAIR DDR4 2133MHz 16GB 4 x 288 DIMM	CORSAIR DDR4 2133MHz 16GB 4 x 288 DIMM Unbuffered 15-15-15-36 Vengeance LPX Black Heat spreader 1.20V	826,60	0	09-09-16	0843591051330	
2327156	CMK32GX4M4A2133C13	Corsair	Memory - Desktop - DDR4-2133	CORSAIR DDR4 2133MHz 32GB 4 x 288 DIMM	CORSAIR DDR4 2133MHz 32GB 4 x 288 DIMM Unbuffered 13-15-15-28 Vengeance LPX Black Heat spreader 1.20V	1436,00	0	06-09-16	0843591055062	
2327157	CMK32GX4M4A2800C16	Corsair	Memory - Desktop - DDR4-2800	CORSAIR DDR4 2800MHz 32GB 4 x 288 DIMM	CORSAIR DDR4 2800MHz 32GB 4 x 288 DIMM Unbuffered 16-18-18-36 Vengeance LPX Black Heat spreader 1.20V Vengeance Airflow Fan Assembly	1958,00	0	09-09-16	0843591055017	
2327158	CMK64GX4M8A2133C13	Corsair	Memory - Desktop - DDR4-2133	CORSAIR DDR4 2133MHz 64GB 8 x 288 DIMM	CORSAIR DDR4 2133MHz 64GB 8 x 288 DIMM Unbuffered 13-15-15-28 Vengeance LPX Black Heat spreader 1.20V	2871,00	0	06-09-16	0843591055079	
2327159	CMK64GX4M8A2400C14	Corsair	Memory - Desktop - DDR4-2400	CORSAIR DDR4 2400MHz 64GB 8 x 288 DIMM	CORSAIR DDR4 2400MHz 64GB 8 x 288 DIMM Unbuffered 14-16-16-31 Vengeance LPX Black Heat spreader 1.20V	3132,00	0	09-09-16	0843591055024	
2327160	CMK32GX4M4A2666C16B	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2400MHz 16GB 4 x 288 DIMM	CORSAIR DDR4 2400MHz 16GB 4 x 288 DIMM Unbuffered 14-16-16-31 Vengeance LPX Red Heat spreader 1.20V	1610,00	0	09-09-16	0843591056533	
2327161	CMK32GX4M4A2666C16R	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2666MHz 16GB 4 x 288 DIMM	CORSAIR DDR4 2666MHz 16GB 4 x 288 DIMM Unbuffered 16-18-18-35 Vengeance LPX Blue Heat spreader 1.20V	1610,00	0	09-09-16	0843591056434	
2327162	CMK16GX4M4A2666C16B	Corsair	Memory - Desktop - DDR4-2666	CORSAIR 16GB RAMKit 4x4GB DDR4 2400MHz	CORSAIR 16GB RAMKit 4x4GB DDR4 4x288Dimm Unbuffered 14-16-16-31 Vengeance LPX Blue Heatspreader 1,2V	892,10	0	09-09-16	0843591056540	
2327163	CMK32GX4M4A2400C14R	Corsair	Memory - Desktop - DDR4-2400	CORSAIR DDR4 2666MHz 32GB 4 x 288 DIMM	CORSAIR DDR4 2666MHz 32GB 4 x 288 DIMM Unbuffered 16-18-18-35 Vengeance LPX Blue Heat spreader 1.20V	1567,00	0	09-09-16	0843591056564	
2327164	CMK16GX4M4A2400C14R	Corsair	Memory - Desktop - DDR4-2400	CORSAIR 16GB RAMKit 4x4GB DDR4 2400MHz	CORSAIR 16GB RAMKit 4X4GB DDR4 4x288Dimm Unbuffered 16-18-18-31 Vengeance LPX Red Heatspreader 1.20V	870,40	0	09-09-16	0843591054928	
2343058	CSSD-N480GBXT	Corsair	Solid-State Drive - Consumer - 2.5" SATA	CORSAIR Neutron XT Series SSD 480GB	CORSAIR Neutron XT Series SSD 480GB	2056,04	2		0843591056397	
2343059	CSSD-N960GBXT	Corsair	Solid-State Drive - Consumer - 2.5" SATA	CORSAIR Neutron XT Series SSD 960GB	CORSAIR Neutron XT Series SSD 960GB	4436,40	0	09-09-16	0843591056403	
2343473	CC-9011075-WW	Corsair	Chassis - Midi Tower	CORSAIR Carbide Series 100R Mid Tower	CORSAIR Carbide Series 100R Mid Tower Case	458,00	158	15-11-16	0843591055710	
2343474	CC-9011077-WW	Corsair	Chassis - Midi Tower	CORSAIR Carbide Series 100R Silent	CORSAIR Carbide Series 100R Silent Edition Quiet Mid Tower Case	542,84	0	18-10-16	0843591056670	
2348440	CC-9011076-WW	Corsair	Chassis - Midi Tower	CORSAIR Carbide Series 330R Blackout	CORSAIR Carbide Series 330R Blackout Edition Ultra Silent Case	945,20	36	18-10-16	0843591056502	
2350276	CMFSL3X1-128GB	Corsair	Memory - USB	CORSAIR Flash Voyager Slider X1 128GB	CORSAIR Flash Voyager Slider X1 USB 3.0 128GB Capless Design Plug and Play	335,42	0	09-09-16	0843591057004	
2350277	CMFSL3X1-16GB	Corsair	Memory - USB	CORSAIR Flash Voyager Slider X1 16GB	CORSAIR Flash Voyager Slider X1 USB 3.0 16GB Capless Design Plug and Play	97,42	0	09-09-16	0843591056977	
2350278	CMFSL3X1-256GB	Corsair	Memory - USB	CORSAIR Flash Voyager Slider X1 256GB	CORSAIR Flash Voyager Slider X1 USB 3.0 256GB Capless Design Plug and Play	703,32	0	09-09-16	0843591057011	
2350279	CMFSL3X1-32GB	Corsair	Memory - USB	CORSAIR Flash Voyager Slider X1 32GB	CORSAIR Flash Voyager Slider X1 USB 3.0 32GB Capless Design Plug and Play	129,92	0	09-09-16	0843591056984	
2350280	CMFSL3X1-64GB	Corsair	Memory - USB	CORSAIR Flash Voyager Slider X1 64GB	CORSAIR Flash Voyager Slider X1 USB 3.0 64GB Capless Design Plug and Play	194,82	0	09-09-16	0843591056991	
2350281	CMFSL3X2-128GB	Corsair	Memory - USB	CORSAIR Flash Voyager Slider X2 128GB	CORSAIR Flash Voyager Slider X2 USB 3.0 128GB Blue Housing Read 200MBs - Write 90MBs Capless Design Plug and Play	497,72	0	09-09-16	0843591057059	
2350282	CMFSL3X2-16GB	Corsair	Memory - USB	CORSAIR Flash Voyager Slider X2 16GB	CORSAIR Flash Voyager Slider X2 USB 3.0 16GB Blue Housing Read 200MBs - Write 50MBs Capless Design Plug and Play	140,72	0	09-09-16	0843591057028	
2350283	CMFSL3X2-256GB	Corsair	Memory - USB	CORSAIR Flash Voyager Slider X2 256GB	CORSAIR Flash Voyager Slider X2 USB 3.0 256GB Blue Housing Read 200MBs - Write 90MBs Capless Design Plug and Play	908,82	0	09-09-16	0843591057066	
2350284	CMFSL3X2-32GB	Corsair	Memory - USB	CORSAIR Flash Voyager Slider X2 32GB	CORSAIR Flash Voyager Slider X2 USB 3.0 32GB Blue Housing Read 200MBs - Write 90MBs Capless Design Plug and Play	192,12	6	06-09-16	0843591057035	
2350285	CMFSL3X2-64GB	Corsair	Memory - USB	CORSAIR Flash Voyager Slider X2 64GB	CORSAIR Flash Voyager Slider X2 USB 3.0 64GB Blue Housing Read 200MBs - Write 90MBs Capless Design Plug and Play	292,22	0	09-09-16	0843591057042	
2350287	CMFVYGS3B-256GB	Corsair	Memory - USB	CORSAIR Flash Voyager GS 256GB	CORSAIR Flash Voyager GS USB 3.0 256GB Read 290MBs - Write 270MBs Plug and Play	1039,02	0	09-09-16	0843591057134	
2350288	CMFVYGS3B-512GB	Corsair	Memory - USB	CORSAIR Flash Voyager GS 512GB	CORSAIR Flash Voyager GS USB 3.0 512GB Read 295MBs - Write 290MBs Plug and Play	1948,02	0	09-09-16	0843591057141	
2350290	CMFVYGTX3B-128GB	Corsair	Memory - USB	CORSAIR Flash Voyager GTX 128GB	CORSAIR Flash Voyager GTX USB 3.0 128GB Zinc Alloy Casing Read 450MBs - Write 360MBs Plug and Play	703,32	0	06-09-16	0843591057165	
2350291	CMFVYGTX3B-256GB	Corsair	Memory - USB	CORSAIR Flash Voyager GTX USB 3.0 256GB	CORSAIR Flash Voyager GTX USB 3.0 256GB Zinc Alloy Casing Read 450MBs - Write 350MBs Plug and Play	1245,02	2	06-09-16	0843591057172	
2362415	CMK16GX4M4A2400C14B	Corsair	Memory - Desktop - DDR4-2400	CORSAIR DDR4 2400MHz 16GB 4 x 288 DIMM	CORSAIR DDR4 2400MHz 16GB 4 x 288 DIMM Unbuffered 14-16-16-31 Vengeance LPX Blue Heat spreader 1.20V	870,40	0	09-09-16	0843591056595	
2362418	CMK32GX4M4A2133C15	Corsair	Memory - Desktop - DDR4-2133	CORSAIR DDR4 2133MHz 32GB 4 x 288 DIMM	CORSAIR DDR4 2133MHz 32GB 4 x 288 DIMM Unbuffered 15-15-15-36 Vengeance LPX Black Heat spreader 1.20V	1436,00	0	09-09-16	0843591051354	
2362420	CMK32GX4M4A2400C14B	Corsair	Memory - Desktop - DDR4-2400	CORSAIR DDR4 2400MHz 32GB 4 x 288 DIMM	CORSAIR DDR4 2400MHz 32GB 4 x 288 DIMM Unbuffered 14-16-16-31 Vengeance LPX Blue Heat spreader 1.20V	1567,00	0	09-09-16	0843591058308	
2367474	CMV4GX4M1A2133C15	Corsair	Memory - Desktop - DDR4-2133	CORSAIR DDR4 2133MHZ 4GB	CORSAIR DDR4 2133MHZ 4GB 1x288 DIMM 1.20V Unbuffered 15-15-15-36	190,50	0	06-09-16	0843591052962	
2367475	CMV8GX4M1A2133C15	Corsair	Memory - Desktop - DDR4-2133	CORSAIR DDR4 2133MHZ 8GB	CORSAIR DDR4 2133MHZ 8GB 1x288 DIMM 1.20V Unbuffered 15-15-15-36	348,40	5	01-09-16	0843591052955	
2367476	CMK16GX4M2A2400C14	Corsair	Memory - Desktop - DDR4-2400	CORSAIR DDR4 2400MHz 16GB	CORSAIR DDR4 2400MHz 16GB 2 x 288 DIMM Unbuffered 14-16-16-31 Vengeance LPX Black Heat spreader 1.20V	783,30	10	01-09-16	0843591057530	
2373257	CMK4GX4M1A2400C14	Corsair	Memory - Desktop - DDR4-2400	CORSAIR DDR4 2400MHz 4GB 1x 288 DIMM	CORSAIR DDR4 2400MHz 4GB 1x 288 DIMM Unbuffered 14-16-16-31 Vengeance LPX Black Heat spreader 1.20V	218,10	0	09-09-16	0843591058155	
2373258	CMK4GX4M1A2400C14R	Corsair	Memory - Desktop - DDR4-2400	CORSAIR DDR4 2400MHz 4GB 1x 288 DIMM	CORSAIR DDR4 2400MHz 4GB 1x 288 DIMM Unbuffered 14-16-16-31 Vengeance LPX Red Heat spreader 1.20V	218,10	0	09-09-16		
2373259	CMK8GX4M1A2400C14	Corsair	Memory - Desktop - DDR4-2400	CORSAIR DDR4 2400MHz 8GB 1x 288 DIMM	CORSAIR DDR4 2400MHz 8GB 1x 288 DIMM Unbuffered 14-16-16-31 Vengeance LPX Black Heat spreader 1.20V	391,70	0	05-09-16	0843591058179	
2373370	CMK8GX4M1A2400C14R	Corsair	Memory - Desktop - DDR4-2400	CORSAIR DDR4 2400MHz 8GB 1x 288 DIMM	CORSAIR DDR4 2400MHz 8GB 1x 288 DIMM Unbuffered 14-16-16-31 Vengeance LPX Red Heat spreader 1.20V	391,70	0	09-09-16		
2373371	CMV4GX3M1C1600C11	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3L 1600MHz 4GB 1X240 DIMM 1	CORSAIR DDR3L 1600MHz 4GB 1X240 DIMM 1.35V Unbuffered	174,20	0	12-09-16	0843591058247	
2373372	CMV8GX3M1C1600C11	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3L 1600MHz 8GB 1X240 DIMM 1	CORSAIR DDR3L 1600MHz 8GB 1X240 DIMM 1.35V Unbuffered	329,50	0	09-09-16	0843591058230	
2374887	CSSD-F120GBLSB	Corsair	Solid-State Drive - Consumer - 2.5" SATA	CORSAIR Force LS CSSD-F120GBLSB 2.5	CORSAIR Force LS CSSD-F120GBLSB 2.5 120GB SATA III MLC 7mm Internal Solid State Drive SSD Up to 540MB/s Sequential Read Up to 4	486,93	0	13-09-16	0843591058469	
2374888	CSSD-F240GBLSB	Corsair	Solid-State Drive - Consumer - 2.5" SATA	CORSAIR Force LS CSSD-F240GBLSB 2.5	CORSAIR Force LS CSSD-F240GBLSB 2.5 240GB SATA III MLC 7mm Internal Solid State Drive SSD Up to 560MB/s Sequential Read Up to 3	908,83	0	09-09-16	0843591058476	
2374889	CSSD-F480GBLSB	Corsair	Solid-State Drive - Consumer - 2.5" SATA	CORSAIR Force LS CSSD-F480GBLSB 2.5	CORSAIR Force LS CSSD-F480GBLSB 2.5 480GB SATA III MLC 7mm Internal Solid State Drive SSD Up to 560MB/s Sequential Read Up to 5	1623,03	0	12-09-16	0843591058483	
2374890	CSSD-F60GBLSB	Corsair	Solid-State Drive - Consumer - 2.5" SATA	CORSAIR Force LS CSSD-F60GBLSB 2.5	CORSAIR Force LS CSSD-F60GBLSB 2.5 60GB SATA III MLC 7mm Internal Solid State Drive SSD Up to 540MB/s Sequential Read Up to 440	346,23	0	12-09-16	0843591058452	
2374891	CSSD-F960GBLSB	Corsair	Solid-State Drive - Consumer - 2.5" SATA	CORSAIR Force LS CSSD-F960GBLSB 2.5	CORSAIR Force LS CSSD-F960GBLSB 2.5 960GB SATA III MLC 7mm Internal Solid State Drive SSD Up to 560MB/s Sequential Read Up to 5	3246,03	0	06-09-16	0843591058490	
2408928	CP-9020081-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Enthusiast Gold Series RM650i	CORSAIR Enthusiast Gold Series RM650i, EU Version	1119,00	14	15-11-16	0843591045490	
2408929	CP-9020082-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Enthusiast Gold Series RM750i	CORSAIR Enthusiast Gold Series RM750i, EU Version	1206,42	36	15-11-16	0843591045575	
2409050	CP-9020083-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Enthusiast Gold Series RM850i	CORSAIR Enthusiast Gold Series RM850i, EU Version	1381,58	12	15-11-16	0843591045650	
2409051	CP-9020084-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Enthusiast Gold Series RM1000i	CORSAIR Enthusiast Gold Series RM1000i, EU Version	1640,70	25	15-11-16	0843591045735	
2425476	CMK8GX4M2A2400C14	Corsair	Memory - Desktop - DDR4-2400	CORSAIR DDR4 2400MHz 8GB 2 x 288 DIMM Un	CORSAIR DDR4 2400MHz 8GB 2 x 288 DIMM Unbuffered 14-16-16-31 Vengeance LPX Black Heat spreader 1.20V	435,50	0	09-09-16	0843591057523	
2426821	CA-9011131-EU	Corsair	Headsets - PC - Gaming	CORSAIR Gaming Void Stereo Gaming Headse	CORSAIR Gaming Void Stereo Gaming Headset	568,40	0	05-09-16	0843591053068	
2426822	CA-9011130-EU	Corsair	Headsets - PC - Gaming	CORSAIR Gaming Void RGB USB Dolby 7.1	CORSAIR Gaming Void RGB USB Dolby 7.1 Gaming Headset	801,10	20	06-09-16	0843591053037	
2426823	CA-9011132-EU	Corsair	Headsets - PC - Gaming	CORSAIR Gaming Void RGB Wireless 7.1	CORSAIR Gaming Void RGB Wireless 7.1 Gaming Headset	974,12	0	31-08-16	0843591053099	
2426824	CA-9011135-EU	Corsair	Headsets - PC - Gaming	CORSAIR Gaming Void RGB Wireless SE 7.1	CORSAIR Gaming Void RGB Wireless SE 7.1 Gaming Headset	1136,40	8	08-09-16	0843591056342	
2426825	CH-9000088-ND	Corsair	Keyboard/Mouse - Keyboard - Corded	CORSAIR Gaming Strafe Mechanical Gaming	CORSAIR Gaming Strafe Mechanical Gaming Keyboard - Backlit Red LED - Cherry MX Red - Nordic Layout	1082,40	69	18-10-16	0843591054140	
2426827	CH-9000092-ND	Corsair	Keyboard/Mouse - Keyboard - Corded	CORSAIR Gaming Strafe Mechanical Gaming	CORSAIR Gaming Strafe Mechanical Gaming Keyboard - Backlit Red LED - Cherry MX Brown - Nordic Layout	1082,40	3	08-09-16	0843591087582	
2426828	CH-9000091-EU	Corsair	Keyboard/Mouse - Mouse - Gaming	CORSAIR Gaming Scimitar RGB Optical Gami	CORSAIR Gaming Scimitar RGB Optical Gaming Mouse - 12000DPI	811,63	17	04-11-16	0843591056007	
2432382	CH-9000222-ND	Corsair	Keyboard/Mouse - Keyboard - Corded	CORSAIR Gaming K65 RGB LED Mechanical	CORSAIR Gaming K65 RGB LED Mechanical Gaming Keyboard Cherry MX Red Nordic	1358,49	18	24-10-16	0843591087445	
2432648	CH-9000227-ND	Corsair	Keyboard/Mouse - Keyboard - Corded	CORSAIR Gaming STRAFE RGB Red	CORSAIR Gaming STRAFE RGB Mechanical Gaming Keyboard Backlit Multicolor LED Cherry MX Red (Nordic)	1407,40	123	28-09-16	0843591069212	
2432649	CH-9000094-ND	Corsair	Keyboard/Mouse - Keyboard - Corded	CORSAIR Gaming STRAFE RGB Brown	CORSAIR Gaming STRAFE RGB Mechanical Gaming Keyboard Backlit Multicolor LED Cherry MX Brown (Nordic)	1407,40	122	06-10-16	0843591056830	
2432690	CH-9000121-ND	Corsair	Keyboard/Mouse - Keyboard - Corded	CORSAIR Gaming STRAFE RGB Silent	CORSAIR Gaming STRAFE RGB Mechanical Gaming Keyboard Ultra-Quiet Backlit Multicolor LED Cherry MX SILENT (Nordic)	1461,40	20	22-09-16	0843591068031	
2432925	CMD16GX4M2A2666C15	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2666MHz 16GB 2x8GB Dom Plat	CORSAIR DDR4 2666MHz 16GB Kit 2x8GB Dominator Platinum Skylake 1.20V XMP2.0	1034,00	0	06-09-16	0843591069571	
2432926	CMD16GX4M2B3000C15	Corsair	Memory - Desktop - DDR4-3000	CORSAIR DDR4 3000Mhz 16GB 2x8GB Dom Plat	CORSAIR DDR4 3000Mhz 16GB Kit 2x8GB Dominator Platinum Skylake 1.35V XMP 2.0	1088,00	0	06-09-16	0843591069779	
2432928	CMK16GX4M2B3000C15	Corsair	Memory - Desktop - DDR4-3000	CORSAIR DDR4 3000MHz 16GB 2x8GB Veng Bk	CORSAIR DDR4 3000MHz 16GB Kit 2x8GB Vengeance LPX Black Skylake 1.35V XMP2.0	815,80	0	01-09-16	0843591070010	
2432929	CMK32GX4M2A2400C14	Corsair	Memory - Desktop - DDR4-2400	CORSAIR DDR4 2400MHz 32GB 2x16GB Veng Bk	CORSAIR DDR4 2400MHz 32GB Kit 2x16GB Vengeance LPX Black Skylake 1.2V XMP2.0	1479,00	0	13-09-16	0843591069533	
2432995	CMFSS3B-32GB	Corsair	Memory - USB	CORSAIR Survivor Stealth USB3.0 32GB	CORSAIR Flash Survivor Stealth USB 3.0 32GB Military-Style Design Plug and Play	184,02	7	06-09-16	0843591066372	
2432996	CMFSV3B-32GB	Corsair	Memory - USB	CORSAIR Flash Survivor USB 3.0 32GB	CORSAIR Flash Survivor USB 3.0 32GB Ultra Rugged Plug and Play	184,02	1	06-09-16	0843591066334	
2433000	CMK32GX4M2A2666C16	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2666MHz 32GB 2x16GB Veng Bk	CORSAIR DDR4 2666MHz 32GB Kit 2x16GB Vengeance LPX Black Skylake 1.2V XMP2.0	1567,00	10	05-09-16	0843591069557	
2436944	CP-9020070-EU	Corsair	Chassis - Options - Powersupply	CORSAIR Professional Platinum Series HX1	CORSAIR Professional Platinum Series HX1200i EU version	2248,00	7	15-11-16	0843591038348	
2439030	CMK16GX4M2A2133C13	Corsair	Memory - Desktop - DDR4-2133	CORSAIR DDR4 2133MHz 16GB 2x8GB 288 DIMM	CORSAIR DDR4 2133MHz 16GB 2x8GB 288 DIMM Unbuffered 13-15-15-28 Vengeance LPX Black Heat spreader 1.20V XMP2.0	717,90	6	01-09-16	0843591069656	
2439031	CMK16GX4M2A2666C16	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2666MHz 16GB 2x8GB 288 DIMM	CORSAIR DDR4 2666MHz 16GB 2x8GB 288 DIMM Unbuffered 16-18-18-35 Vengeance LPX Black Heat spreader 1.2V XMP2.0	805,00	0	13-09-16	0843591069618	
2439032	CMK8GX4M1A2666C16	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2666MHz 8GB 1x8GB 288 DIMM	CORSAIR DDR4 2666MHz 8GB 1x8GB 288 DIMM Unbuffered 16-18-18-35 Vengeance LPX Black Heat spreader 1.2V XMP2.0	402,50	0	09-09-16	0843591069564	
2439034	CMK8GX4M2A2666C16	Corsair	Memory - Desktop - DDR4-2666	CORSAIR DDR4 2666MHz 8GB 2x4GB 288 DIMM	CORSAIR DDR4 2666MHz 8GB 2x4GB 288 DIMM Unbuffered 16-18-18-35 Vengeance LPX Black Heat spreader 1.2V XMP2.0	446,30	10	06-09-16	0843591069540	
2439035	CMK8GX4M2B3000C15	Corsair	Memory - Desktop - DDR4-3000	CORSAIR DDR4 3000MHz 8GB 2x4GB 288 DIMM	CORSAIR DDR4 3000MHz 8GB 2x4GB 288 DIMM Unbuffered 15-17-17-35 Vengeance LPX Black Heat spreader 1.35V XMP2.0	500,40	0	06-09-16	0843591069663	
2439036	CMK8GX4M2B3200C16	Corsair	Memory - Desktop - DDR4-3200	CORSAIR DDR4 3200MHz 8GB 2x4GB 288 DIMM	CORSAIR DDR4 3200MHz 8GB 2x4GB 288 DIMM Unbuffered 16-18-18-36 Vengeance LPX Black Heat spreader 1.35V XMP2.0	544,20	0	09-09-16		
2439042	CMSO4GX4M1A2133C15	Corsair	Memory - Desktop - DDR4-2133	CORSAIR DDR4 2133MHz 4GB 1x260 SODIMM	CORSAIR DDR4 2133MHz 4GB 1x260 SODIMM 1.20V Unbuffered 15-15-15-36	212,10	0	09-09-16	0843591067386	
2439043	CMSO8GX4M1A2133C15	Corsair	Memory - Desktop - DDR4-2133	CORSAIR DDR4 2133MHz 8GB 1x260 SODIMM	CORSAIR DDR4 2133MHz 8GB 1x260 SODIMM 1.20V Unbuffered 15-15-15-36	380,90	0	09-09-16	0843591067379	
2439044	CMSO8GX4M2A2133C15	Corsair	Memory - Desktop - DDR4-2133	CORSAIR DDR4 2133MHz 8GB 2x4GB 260 SODIM	CORSAIR DDR4 2133MHz 8GB 2x4GB 260 SODIMM 1.20V Unbuffered 15-15-15-36	424,20	0	09-09-16	0843591068154	
2439053	CMV2GX3M1C1600C11	Corsair	Memory - Desktop - DDR3-1600	CORSAIR DDR3L 1600MHz 2GB 1X240 DIMM	CORSAIR DDR3L 1600MHz 2GB 1X240 DIMM 1.35V Unbuffered	106,10	0	09-09-16		
2439147	CC-9011073-WW	Corsair	Chassis - Maxi Tower	CORSAIR Graphite Series 760T Case Black	CORSAIR Graphite Series 760T Full Tower Version Windowed Version Black	1623,00	0	18-10-16	0843591055697	
2439148	CC-9011074-WW	Corsair	Chassis - Maxi Tower	CORSAIR Graphite Series 760T Case White	CORSAIR Graphite Series 760T Full Tower Version Windowed Version White	1677,00	9	18-10-16	0843591055703	
2439149	CC-9011071-WW	Corsair	Chassis - Midi Tower	CORSAIR Carbide Series 330R Case	CORSAIR Carbide Series 330R Titanium Edition Ultra Silent Case	949,70	20	18-10-16	0843591051989	
2439150	CC-9011078-WW	Corsair	Chassis - Maxi Tower	CORSAIR Obsidian Series 750D Case	CORSAIR Obsidian Series 750D Airflow Edition Full Tower Case	1354,00	7	18-10-16	0843591057622	
